Surveillance Network,Season,MMWR Year,MMWR Week,Week ending date,Age group,Sex,Race/Ethnicity,Site,Weekly Rate,Cumulative Rate
RSV-NET,2020-21,2021,17,05/01/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.8,5.3
RSV-NET,2020-21,2021,18,05/08/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.9,7.2
RSV-NET,2020-21,2021,19,05/15/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,2,9.2
RSV-NET,2020-21,2021,20,05/22/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,2.3,11.4
RSV-NET,2020-21,2021,21,05/29/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,2.3,13.8
RSV-NET,2020-21,2021,22,06/05/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,3.2,16.9
RSV-NET,2020-21,2021,23,06/12/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,3.8,20.7
RSV-NET,2020-21,2021,24,06/19/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,4.2,24.9
RSV-NET,2020-21,2021,25,06/26/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,4.4,29.3
RSV-NET,2020-21,2021,26,07/03/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,5.7,35.1
RSV-NET,2020-21,2021,27,07/10/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,5.4,40.5
RSV-NET,2020-21,2021,28,07/17/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,7.3,47.8
RSV-NET,2020-21,2021,29,07/24/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,10.8,58.6
RSV-NET,2020-21,2021,30,07/31/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,9.8,68.4
RSV-NET,2020-21,2021,31,08/07/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,11.1,79.5
RSV-NET,2020-21,2021,32,08/14/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,12.5,92
RSV-NET,2020-21,2021,33,08/21/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,11.6,103.6
RSV-NET,2020-21,2021,34,08/28/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,11.9,115.5
RSV-NET,2020-21,2021,35,09/04/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,11.7,127.2
RSV-NET,2020-21,2021,36,09/11/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,12.4,139.6
RSV-NET,2020-21,2021,37,09/18/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,10.9,150.5
RSV-NET,2020-21,2021,38,09/25/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,10.7,161.3
RSV-NET,2020-21,2021,39,10/02/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,11.4,172.7
RSV-NET,2021-22,2021,40,10/09/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,11.4,11.4
RSV-NET,2021-22,2021,41,10/16/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,12.6,24
RSV-NET,2021-22,2021,42,10/23/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,11.8,35.8
RSV-NET,2021-22,2021,43,10/30/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,11.5,47.4
RSV-NET,2021-22,2021,44,11/06/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,12.7,60.1
RSV-NET,2021-22,2021,45,11/13/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,12.3,72.3
RSV-NET,2021-22,2021,46,11/20/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,13.4,85.7
RSV-NET,2021-22,2021,47,11/27/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,12.3,98
RSV-NET,2021-22,2021,48,12/04/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,13,111
RSV-NET,2021-22,2021,49,12/11/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,13.7,124.7
RSV-NET,2021-22,2021,50,12/18/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,12.1,136.9
RSV-NET,2021-22,2021,51,12/25/2021 12:00:00 AM,0-4 years,Overall,Overall,Overall,9.2,146.1
RSV-NET,2021-22,2021,52,01/01/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,11.5,157.6
RSV-NET,2021-22,2022,1,01/08/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,7.3,164.9
RSV-NET,2021-22,2022,2,01/15/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,4,169
RSV-NET,2021-22,2022,3,01/22/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,3.3,172.3
RSV-NET,2021-22,2022,4,01/29/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.7,174
RSV-NET,2021-22,2022,5,02/05/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,2.2,176.2
RSV-NET,2021-22,2022,6,02/12/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,1,177.2
RSV-NET,2021-22,2022,7,02/19/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.5,178.7
RSV-NET,2021-22,2022,8,02/26/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.9,180.6
RSV-NET,2021-22,2022,9,03/05/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.5,182.2
RSV-NET,2021-22,2022,10,03/12/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.9,184
RSV-NET,2021-22,2022,11,03/19/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.8,185.8
RSV-NET,2021-22,2022,12,03/26/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.3,187.1
RSV-NET,2021-22,2022,13,04/02/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.8,188.9
RSV-NET,2021-22,2022,14,04/09/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.7,190.6
RSV-NET,2021-22,2022,15,04/16/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,2.1,192.7
RSV-NET,2021-22,2022,16,04/23/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,2,194.7
RSV-NET,2021-22,2022,17,04/30/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,2.6,197.3
RSV-NET,2021-22,2022,18,05/07/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.6,198.9
RSV-NET,2021-22,2022,19,05/14/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,2.8,201.7
RSV-NET,2021-22,2022,20,05/21/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,2.1,203.9
RSV-NET,2021-22,2022,21,05/28/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,3,206.9
RSV-NET,2021-22,2022,22,06/04/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,3.4,210.3
RSV-NET,2021-22,2022,23,06/11/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,3.5,213.8
RSV-NET,2021-22,2022,24,06/18/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,4.8,218.6
RSV-NET,2021-22,2022,25,06/25/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,4.3,222.9
RSV-NET,2021-22,2022,26,07/02/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,2.9,225.8
RSV-NET,2021-22,2022,27,07/09/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,4.1,229.9
RSV-NET,2021-22,2022,28,07/16/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,4.9,234.8
RSV-NET,2021-22,2022,29,07/23/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,6.1,240.9
RSV-NET,2021-22,2022,30,07/30/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,5,245.9
RSV-NET,2021-22,2022,31,08/06/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,6.2,252
RSV-NET,2021-22,2022,32,08/13/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,5,257
RSV-NET,2021-22,2022,33,08/20/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,5.7,262.7
RSV-NET,2021-22,2022,34,08/27/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,6.7,269.4
RSV-NET,2021-22,2022,35,09/03/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,6.5,276
RSV-NET,2021-22,2022,36,09/10/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,7.7,283.6
RSV-NET,2021-22,2022,37,09/17/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,10.6,294.3
RSV-NET,2021-22,2022,38,09/24/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,13.4,307.7
RSV-NET,2021-22,2022,39,10/01/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,15,322.7
RSV-NET,2022-23,2022,40,10/08/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,20,20
RSV-NET,2022-23,2022,41,10/15/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,35.2,55.2
RSV-NET,2022-23,2022,42,10/22/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,38.5,93.6
RSV-NET,2022-23,2022,43,10/29/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,48.5,142.1
RSV-NET,2022-23,2022,44,11/05/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,61,203.1
RSV-NET,2022-23,2022,45,11/12/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,67.6,270.7
RSV-NET,2022-23,2022,46,11/19/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,60,330.7
RSV-NET,2022-23,2022,47,11/26/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,49.9,380.6
RSV-NET,2022-23,2022,48,12/03/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,46,426.6
RSV-NET,2022-23,2022,49,12/10/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,31.6,458.2
RSV-NET,2022-23,2022,50,12/17/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,24.3,482.5
RSV-NET,2022-23,2022,51,12/24/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,14.8,497.3
RSV-NET,2022-23,2022,52,12/31/2022 12:00:00 AM,0-4 years,Overall,Overall,Overall,13.7,511
RSV-NET,2022-23,2023,1,01/07/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,9.7,520.7
RSV-NET,2022-23,2023,2,01/14/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,8.1,528.8
RSV-NET,2022-23,2023,3,01/21/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,6.7,535.6
RSV-NET,2022-23,2023,4,01/28/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,5.7,541.2
RSV-NET,2022-23,2023,5,02/04/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,3,544.2
RSV-NET,2022-23,2023,6,02/11/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,4.1,548.3
RSV-NET,2022-23,2023,7,02/18/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,3.8,552.2
RSV-NET,2022-23,2023,8,02/25/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,3.1,555.3
RSV-NET,2022-23,2023,9,03/04/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,2.2,557.5
RSV-NET,2022-23,2023,10,03/11/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,2.2,559.7
RSV-NET,2022-23,2023,11,03/18/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.9,561.6
RSV-NET,2022-23,2023,12,03/25/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.7,563.4
RSV-NET,2022-23,2023,13,04/01/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.3,564.6
RSV-NET,2022-23,2023,14,04/08/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.9,565.5
RSV-NET,2022-23,2023,15,04/15/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.2,566.7
RSV-NET,2022-23,2023,16,04/22/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.9,567.6
RSV-NET,2022-23,2023,17,04/29/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.5,568.1
RSV-NET,2022-23,2023,18,05/06/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,1,569.1
RSV-NET,2022-23,2023,19,05/13/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.5,569.6
RSV-NET,2022-23,2023,20,05/20/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.4,570
RSV-NET,2022-23,2023,21,05/27/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.5,570.5
RSV-NET,2022-23,2023,22,06/03/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.6,571.1
RSV-NET,2022-23,2023,23,06/10/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.8,571.9
RSV-NET,2022-23,2023,24,06/17/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.4,572.3
RSV-NET,2022-23,2023,25,06/24/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.5,572.8
RSV-NET,2022-23,2023,26,07/01/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.4,573.2
RSV-NET,2022-23,2023,27,07/08/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.3,573.5
RSV-NET,2022-23,2023,28,07/15/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.3,573.9
RSV-NET,2022-23,2023,29,07/22/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.8,574.6
RSV-NET,2022-23,2023,30,07/29/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,1,575.6
RSV-NET,2022-23,2023,31,08/05/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,0.6,576.2
RSV-NET,2022-23,2023,32,08/12/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.1,577.4
RSV-NET,2022-23,2023,33,08/19/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.9,579.3
RSV-NET,2022-23,2023,34,08/26/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,1.9,581.1
RSV-NET,2022-23,2023,35,09/02/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,2.9,584.1
RSV-NET,2022-23,2023,36,09/09/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,3.7,587.8
RSV-NET,2022-23,2023,37,09/16/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,4.3,592
RSV-NET,2022-23,2023,38,09/23/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,6.1,598.1
RSV-NET,2022-23,2023,39,09/30/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,7.3,605.4
RSV-NET,2023-24,2023,40,10/07/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,9.3,9.3
RSV-NET,2023-24,2023,41,10/14/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,11.5,20.8
RSV-NET,2023-24,2023,42,10/21/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,14.5,35.2
RSV-NET,2023-24,2023,43,10/28/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,15,50.3
RSV-NET,2023-24,2023,44,11/04/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,16.2,66.4
RSV-NET,2023-24,2023,45,11/11/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,23.2,89.7
RSV-NET,2023-24,2023,46,11/18/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,22.5,112.2
RSV-NET,2023-24,2023,47,11/25/2023 12:00:00 AM,0-4 years,Overall,Overall,Overall,18,130.2
RSV-NET,2018-19,2018,40,10/06/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2018-19,2018,41,10/13/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2018-19,2018,42,10/20/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2018-19,2018,43,10/27/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2018-19,2018,44,11/03/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0.1
RSV-NET,2018-19,2018,45,11/10/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,0.2
RSV-NET,2018-19,2018,46,11/17/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,0.2
RSV-NET,2018-19,2018,47,11/24/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0.2
RSV-NET,2018-19,2018,48,12/01/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0.3
RSV-NET,2018-19,2018,49,12/08/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,0.3
RSV-NET,2018-19,2018,50,12/15/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,0.5
RSV-NET,2018-19,2018,51,12/22/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,0.6
RSV-NET,2018-19,2018,52,12/29/2018 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,0.7
RSV-NET,2018-19,2019,1,01/05/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,1
RSV-NET,2018-19,2019,2,01/12/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,1.2
RSV-NET,2018-19,2019,3,01/19/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,1.3
RSV-NET,2018-19,2019,4,01/26/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,1.4
RSV-NET,2018-19,2019,5,02/02/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,1.6
RSV-NET,2018-19,2019,6,02/09/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,1.7
RSV-NET,2018-19,2019,7,02/16/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,1.9
RSV-NET,2018-19,2019,8,02/23/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,2.1
RSV-NET,2018-19,2019,9,03/02/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,2.2
RSV-NET,2018-19,2019,10,03/09/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,2.3
RSV-NET,2018-19,2019,11,03/16/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,2.4
RSV-NET,2018-19,2019,12,03/23/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,2.5
RSV-NET,2018-19,2019,13,03/30/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,2.5
RSV-NET,2018-19,2019,14,04/06/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,2.6
RSV-NET,2018-19,2019,15,04/13/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,2.6
RSV-NET,2018-19,2019,16,04/20/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,2.6
RSV-NET,2018-19,2019,17,04/27/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,2.6
RSV-NET,2018-19,2019,18,05/04/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,2.6
RSV-NET,2019-20,2019,40,10/05/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2019-20,2019,41,10/12/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2019-20,2019,42,10/19/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2019-20,2019,43,10/26/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2019-20,2019,44,11/02/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0.1
RSV-NET,2019-20,2019,45,11/09/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,0.1
RSV-NET,2019-20,2019,46,11/16/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,0.2
RSV-NET,2019-20,2019,47,11/23/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,0.3
RSV-NET,2019-20,2019,48,11/30/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,0.4
RSV-NET,2019-20,2019,49,12/07/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,0.6
RSV-NET,2019-20,2019,50,12/14/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,0.7
RSV-NET,2019-20,2019,51,12/21/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,1
RSV-NET,2019-20,2019,52,12/28/2019 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.3,1.3
RSV-NET,2019-20,2020,1,01/04/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.4,1.7
RSV-NET,2019-20,2020,2,01/11/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,1.9
RSV-NET,2019-20,2020,3,01/18/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,2.1
RSV-NET,2019-20,2020,4,01/25/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,2.2
RSV-NET,2019-20,2020,5,02/01/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,2.4
RSV-NET,2019-20,2020,6,02/08/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,2.5
RSV-NET,2019-20,2020,7,02/15/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,2.7
RSV-NET,2019-20,2020,8,02/22/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,2.9
RSV-NET,2019-20,2020,9,02/29/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.2,3.1
RSV-NET,2019-20,2020,10,03/07/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,3.2
RSV-NET,2019-20,2020,11,03/14/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,3.4
RSV-NET,2019-20,2020,12,03/21/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,3.5
RSV-NET,2019-20,2020,13,03/28/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0.1,3.5
RSV-NET,2019-20,2020,14,04/04/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,3.5
RSV-NET,2019-20,2020,15,04/11/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,3.5
RSV-NET,2019-20,2020,16,04/18/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,3.5
RSV-NET,2019-20,2020,17,04/25/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,3.6
RSV-NET,2019-20,2020,18,05/02/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,3.6
RSV-NET,2020-21,2020,40,10/03/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2020-21,2020,41,10/10/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2020-21,2020,42,10/17/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2020-21,2020,43,10/24/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2020-21,2020,44,10/31/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2020-21,2020,45,11/07/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2020-21,2020,46,11/14/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2020-21,2020,47,11/21/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
RSV-NET,2020-21,2020,48,11/28/2020 12:00:00 AM,18-49 years,Overall,Overall,Overall,0,0
